key,nl,en,es,zh,status,source,notes
vaccines.image.upload.analysing,Afbeelding uploaden en analyseren…,Uploading and analysing image…,Uploading and analysing image…,Uploading and analysing image…,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.upload.analysisFailed,Analyse mislukt,Analysis failed,Analysis failed,Analysis failed,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.upload.completed,Upload voltooid,Upload completed,Upload completed,Upload completed,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.upload.pendingAnalysis,Analyse in behandeling,Analysis pending,Analysis pending,Analysis pending,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.upload.rejected,Afbeelding afgewezen,Image rejected,Image rejected,Image rejected,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.upload.reviewRequired,Handmatige review aanbevolen,Manual review recommended,Manual review recommended,Manual review recommended,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.label,Vaccin,Vaccine,Vaccine,Vaccine,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.loadFailed,Catalogus laden mislukt,Failed to load catalogue,Failed to load catalogue,Failed to load catalogue,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.manufacturer,Fabrikant,Manufacturer,Manufacturer,Manufacturer,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.selectPlaceholder,Selecteer vaccin,Select vaccine,Select vaccine,Select vaccine,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.stock.manageHint,(beheer via Voorraad),(manage via Stock),(manage via Stock),(manage via Stock),REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.stockWarningThreshold,Lage-voorraad drempel,Low-stock threshold,Low-stock threshold,Low-stock threshold,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.title,Vaccincatalogus,Vaccine catalogue,Vaccine catalogue,Vaccine catalogue,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.city.required,Gemeente is verplicht.,City is required.,City is required.,City is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.countryCode.format,Landcode moet 2 letters zijn.,Country code must be 2 letters.,Country code must be 2 letters.,Country code must be 2 letters.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.courier.required,Kies een bezorger.,Choose a courier.,Choose a courier.,Choose a courier.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.displayName.required,Weergavenaam is verplicht.,Display name is required.,Display name is required.,Display name is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.doseCap.max,Maximaal 10000.,Maximum 10000.,Maximum 10000.,Maximum 10000.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.doseCap.min,Minimaal 1.,Minimum 1.,Minimum 1.,Minimum 1.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.email.invalid,Voer een geldig e-mailadres in.,Enter a valid email address.,Enter a valid email address.,Enter a valid email address.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.firstName.minLength,Voornaam moet minstens 2 tekens bevatten.,First name must be at least 2 characters.,First name must be at least 2 characters.,First name must be at least 2 characters.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.houseNumber.required,Huisnummer is verplicht.,House number is required.,House number is required.,House number is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.image.overrideDecision.required,Kies een overschrijvingsbeslissing.,Choose an override decision.,Choose an override decision.,Choose an override decision.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.image.overrideReason.maxLength,Reden mag maximaal 500 tekens zijn.,Reason must be at most 500 characters.,Reason must be at most 500 characters.,Reason must be at most 500 characters.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.image.overrideReason.required,Een reden is verplicht.,A reason is required.,A reason is required.,A reason is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.image.required,Kies een afbeeldingsbestand.,Choose an image file.,Choose an image file.,Choose an image file.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.image.tooLarge,Afbeelding mag maximaal 5 MB zijn.,Image must be 5 MB or smaller.,Image must be 5 MB or smaller.,Image must be 5 MB or smaller.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.image.unsupportedType,"Alleen JPEG-, PNG- of WebP-afbeeldingen zijn toegestaan.","Only JPEG, PNG or WebP images are allowed.","Only JPEG, PNG or WebP images are allowed.","Only JPEG, PNG or WebP images are allowed.",REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.integer,Moet een geheel getal zijn.,Must be a whole number.,Must be a whole number.,Must be a whole number.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.lastName.minLength,Achternaam moet minstens 2 tekens bevatten.,Last name must be at least 2 characters.,Last name must be at least 2 characters.,Last name must be at least 2 characters.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.manufacturer.required,Fabrikant is verplicht.,Manufacturer is required.,Manufacturer is required.,Manufacturer is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.name.required,Naam is verplicht.,Name is required.,Name is required.,Name is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.password.minLength,Wachtwoord moet minstens 8 tekens bevatten.,Password must be at least 8 characters.,Password must be at least 8 characters.,Password must be at least 8 characters.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.percentage.max,Maximaal 100%.,Maximum 100%.,Maximum 100%.,Maximum 100%.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.percentage.min,Minimaal 1%.,Minimum 1%.,Minimum 1%.,Minimum 1%.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.pharmacyName.required,Apotheeknaam is verplicht.,Pharmacy name is required.,Pharmacy name is required.,Pharmacy name is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.postalCode.belgium,Postcode moet 4 cijfers zijn (België).,Postal code must be 4 digits (Belgium).,Postal code must be 4 digits (Belgium).,Postal code must be 4 digits (Belgium).,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.quantity.exceedsDailyRemaining,De hoeveelheid mag het resterende daglimiet ({remaining}) niet overschrijden,Quantity cannot exceed the remaining daily limit ({remaining}),Quantity cannot exceed the remaining daily limit ({remaining}),Quantity cannot exceed the remaining daily limit ({remaining}),REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.quantity.min,Aantal moet minstens 1 zijn.,Quantity must be at least 1.,Quantity must be at least 1.,Quantity must be at least 1.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.quantity.nonZero,Aantal mag niet nul zijn.,Quantity cannot be zero.,Quantity cannot be zero.,Quantity cannot be zero.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.reason.required,Reden is verplicht.,Reason is required.,Reason is required.,Reason is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.role.required,Kies een accounttype.,Choose an account type.,Choose an account type.,Choose an account type.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.stock.nonNegative,Voorraad mag niet negatief zijn.,Stock cannot be negative.,Stock cannot be negative.,Stock cannot be negative.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.stock.unchanged,Voorraad is al gelijk aan deze waarde.,Stock is already equal to this value.,Stock is already equal to this value.,Stock is already equal to this value.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.stockThreshold.nonNegative,Drempel kan niet negatief zijn.,Threshold cannot be negative.,Threshold cannot be negative.,Threshold cannot be negative.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.street.required,Straat is verplicht.,Street is required.,Street is required.,Street is required.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.time.format,Gebruik HH:mm formaat.,Use HH:mm format.,Use HH:mm format.,Use HH:mm format.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
validation.vaccine.required,Selecteer een vaccin.,Select a vaccine.,Select a vaccine.,Select a vaccine.,REVIEW,validation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
